cur_brand,first_buy_brand,babyage,ZONE,breastfeed,enroll_type2,enroll_age,open_rate0,click_rate0,redem_rate0
1,1,180,1,0,0,-238,0.173913043,0.02173913,0.166666667
0,1,90,1,0,1,-123,0.534482759,0.086206897,0.333333333
1,0,90,0,1,0,-225,0.153846154,0.0,0.142857143
0,0,90,1,1,0,-247,0.093023256,0.046511628,0.0
0,1,210,1,1,0,-50,0.49122807,0.087719298,0.166666667
1,1,90,1,1,1,-45,0.050847458,0.016949153,0.571428571
0,0,60,0,1,1,-249,0.266666667,0.0,0.0
0,0,150,1,0,1,13,0.232142857,0.035714286,0.142857143
0,1,180,1,1,0,-231,0.404255319,0.191489362,0.0
1,1,360,1,1,1,-8,0.347826087,0.028985507,0.0
0,0,120,0,0,0,-75,0.024390244,0.0,0.166666667
1,0,150,0,1,0,-258,0.074626866,0.0,0.142857143
0,0,90,1,1,0,-42,0.111111111,0.022222222,0.142857143
1,1,240,1,0,0,-151,0.266666667,0.0,0.166666667
1,1,150,1,1,1,20,0.366666667,0.016666667,0.428571429
0,0,60,1,1,0,-217,0.285714286,0.035714286,0.2
1,1,300,1,0,0,-112,0.052631579,0.0,0.0
0,0,60,0,0,0,-238,0.081967213,0.032786885,0.0
1,1,330,1,1,1,-32,0.567567568,0.040540541,0.5
0,1,60,1,0,1,-41,0.580645161,0.225806452,0.0
0,1,90,1,1,1,-57,0.606060606,0.090909091,0.428571429
0,0,90,1,1,0,-126,0.045454545,0.0,0.0
1,1,90,1,1,0,-202,0.303030303,0.060606061,0.1
0,0,90,1,0,1,71,0.019230769,0.0,0.333333333
1,1,150,0,1,1,38,0.0,0.016666667,0.166666667
1,1,180,1,1,0,-247,0.220338983,0.016949153,0.0
1,1,210,1,1,0,-177,0.085714286,0.028571429,0.0
0,1,60,1,1,0,-61,0.022727273,0.0,0.285714286
1,1,120,1,0,1,9,0.358208955,0.059701493,0.0
1,1,240,1,1,0,111,0.411764706,0.029411765,0.166666667
0,0,30,1,1,0,-92,0.02,0.0,0.0
1,1,180,1,1,0,-33,0.152173913,0.02173913,0.0
0,0,60,1,0,0,-215,0.402985075,0.074626866,0.0
1,1,180,1,1,1,-226,0.088888889,0.0,0.0
0,1,240,1,1,1,21,0.032786885,0.032786885,0.428571429
0,1,150,1,1,1,-47,0.578125,0.15625,0.571428571
0,0,240,0,1,0,-164,0.157894737,0.0,0.166666667
1,0,240,0,1,0,-158,0.216666667,0.05,0.142857143
0,0,180,0,1,0,-151,0.217391304,0.0,0.0
1,1,360,1,1,1,-31,0.077922078,0.012987013,0.5
0,0,30,0,0,1,-189,0.166666667,0.016666667,0.0
1,1,240,0,1,0,-178,0.111111111,0.0,0.166666667
1,1,270,1,1,0,-133,0.594594595,0.135135135,0.666666667
0,0,150,0,1,1,45,0.0,0.0,0.0
1,1,270,0,0,1,-155,0.016129032,0.0,0.333333333
1,1,90,1,1,0,-39,0.042553191,0.0,0.428571429
0,0,360,1,0,0,-106,0.125,0.0,0.0
0,0,30,1,1,1,-189,0.298245614,0.01754386,0.0
1,1,270,1,1,0,-241,0.14893617,0.021276596,0.0
1,1,150,1,1,0,-108,0.229166667,0.020833333,0.0
1,1,180,1,0,1,57,0.258064516,0.096774194,0.333333333
1,1,270,1,1,1,-118,0.909090909,0.272727273,0.166666667
1,0,150,1,0,0,-249,0.340425532,0.191489362,0.0
1,1,330,1,1,0,-111,0.129032258,0.016129032,0.166666667
1,1,180,1,1,0,-222,0.324324324,0.027027027,0.142857143
1,0,120,1,0,1,-642,0.31147541,0.081967213,1.0
0,0,60,1,0,1,-46,0.277777778,0.055555556,0.142857143
1,1,90,1,1,1,-83,0.482758621,0.172413793,0.333333333
0,1,210,1,1,0,-190,0.2,0.042857143,0.166666667
0,1,150,1,1,0,-239,0.0,0.0,0.0
1,1,60,1,1,1,-95,0.611111111,0.148148148,0.833333333
1,1,90,1,1,1,-221,0.209302326,0.0,0.0
1,1,120,1,1,0,-214,0.046511628,0.0,0.0
0,0,240,1,0,1,-236,0.045454545,0.0,0.0
0,0,300,1,1,1,-226,0.12,0.0,0.333333333
1,1,210,0,0,1,82,0.172413793,0.017241379,0.166666667
1,1,60,1,1,0,-162,0.790697674,0.139534884,0.0
0,0,180,0,1,1,45,0.3125,0.0,0.0
0,0,240,1,0,0,-164,0.0,0.0,0.0
0,0,180,0,1,0,-180,0.019607843,0.0,0.0
0,0,30,0,1,0,-93,0.277777778,0.0,0.0
0,0,120,1,0,0,-201,0.647058824,0.058823529,0.0
0,1,180,1,1,0,-233,0.4,0.1,0.25
0,0,180,1,0,1,-120,0.035087719,0.01754386,0.0
1,1,210,1,1,1,99,0.091954023,0.0,0.0
0,0,90,1,0,0,-130,0.104166667,0.041666667,0.0
1,1,180,1,1,0,-230,0.177777778,0.022222222,0.285714286
1,0,270,1,1,1,144,0.0,0.0,0.333333333
0,0,30,1,1,1,-442,0.31372549,0.019607843,0.0
1,1,60,1,1,1,-161,0.545454545,0.090909091,0.166666667
0,1,90,1,1,0,-141,0.379310345,0.068965517,0.166666667
0,1,210,1,0,0,-142,0.0,0.0,0.5
0,1,210,1,1,1,22,0.152777778,0.027777778,0.5
0,0,150,1,1,1,-249,0.023809524,0.0,0.0
0,0,90,1,1,0,-123,0.0,0.0,0.2
0,0,300,1,0,0,-166,0.2,0.0,0.0
0,1,30,0,1,0,-193,0.2,0.0,0.0
1,1,210,1,1,1,-254,0.0,0.0,0.5
0,0,270,0,1,0,156,0.028571429,0.0,0.0
1,1,270,1,1,0,41,0.113636364,0.022727273,0.5
0,0,30,0,0,0,-156,0.547619048,0.047619048,0.0
1,1,210,1,1,0,-185,0.533333333,0.088888889,0.166666667
1,1,360,1,1,1,-115,0.029850746,0.0,0.0
1,1,120,1,1,0,-1,0.795454545,0.045454545,0.0
0,0,60,1,1,0,-76,0.043478261,0.0,0.0
0,0,270,1,0,0,-114,0.324324324,0.0,0.0
1,1,180,1,1,0,382,0.0,0.0,0.0
0,0,300,1,0,0,-197,0.371428571,0.028571429,0.3
1,1,30,1,1,0,-174,0.058823529,0.029411765,0.0
0,1,180,1,0,0,43,0.0,0.0,0.5
1,1,90,0,1,1,64,0.043478261,0.014492754,0.181818182
1,1,30,0,1,1,-117,0.173913043,0.010869565,0.666666667
0,0,30,1,1,0,-160,0.418604651,0.0,0.0
1,1,90,1,1,0,-43,0.026315789,0.0,0.142857143
0,0,60,1,0,0,-58,0.0,0.0,0.0
1,1,90,0,1,0,-133,0.369565217,0.043478261,0.0
1,1,150,0,0,0,-80,0.0,0.0,0.0
1,1,150,1,1,0,-218,0.344262295,0.114754098,0.166666667
0,0,90,1,1,0,-128,0.25,0.0,0.333333333
0,0,90,0,0,0,-133,0.210526316,0.035087719,0.0
0,0,330,0,0,1,-151,0.0,0.03030303,0.0
1,1,180,0,1,0,-197,0.222222222,0.0,0.2
0,0,30,1,1,0,-98,0.366666667,0.033333333,0.2
1,1,180,1,1,0,-139,0.25,0.022727273,0.0
0,0,90,1,1,0,13,0.255813953,0.0,0.0
0,0,180,1,1,1,248,0.0,0.0,0.0
1,1,150,1,0,0,-223,0.256410256,0.102564103,0.285714286
1,1,0,1,1,0,-108,0.090909091,0.060606061,0.0
1,1,270,0,0,0,-23,0.084507042,0.0,0.0
1,0,150,0,1,0,39,0.408163265,0.163265306,0.142857143
1,1,90,1,1,0,-136,0.0,0.0,0.0
1,1,150,1,1,0,-82,0.047619048,0.0,0.0
1,1,240,1,1,1,20,0.678571429,0.267857143,0.571428571
0,0,300,1,1,1,-81,0.344262295,0.147540984,0.0
0,0,150,1,1,1,-237,0.067567568,0.013513514,0.2
0,0,180,1,0,1,19,0.466666667,0.133333333,0.0
0,1,240,1,0,0,-156,0.057142857,0.0,0.0
0,1,180,0,0,0,62,0.053191489,0.0,0.0
0,0,300,0,0,0,-101,0.675,0.0,0.0
1,1,120,1,0,0,27,0.0,0.0,0.571428571
0,1,60,1,1,0,-69,0.0,0.0,0.0
1,1,270,1,1,1,-633,0.410958904,0.054794521,0.2
1,0,30,1,0,0,-185,0.184210526,0.078947368,0.166666667
1,1,60,1,1,0,-37,0.662162162,0.054054054,0.0
0,0,90,1,0,0,-41,0.133333333,0.022222222,0.0
1,1,210,0,1,1,-94,0.228070175,0.035087719,0.0
0,0,150,1,1,0,-222,0.113636364,0.0,0.0
0,1,0,1,0,0,-210,0.25,0.016666667,0.142857143
0,0,180,1,1,1,-227,0.491803279,0.032786885,0.428571429
1,1,90,1,0,1,-5,0.617977528,0.08988764,0.285714286
1,1,120,0,0,0,-183,0.318181818,0.022727273,0.0
1,1,30,0,0,1,-179,0.11627907,0.0,0.333333333
0,0,120,0,1,1,7,0.152542373,0.016949153,0.0
0,0,60,0,0,0,-152,0.481481481,0.037037037,0.0
0,0,60,0,1,1,-173,0.170731707,0.048780488,0.5
0,0,150,0,0,1,-244,0.507462687,0.029850746,0.545454545
0,0,240,1,1,0,-248,0.046511628,0.023255814,0.166666667
0,0,240,0,1,1,-138,0.180327869,0.016393443,0.0
0,0,330,1,1,1,-72,0.410714286,0.017857143,0.166666667
0,0,240,1,1,1,-147,0.071428571,0.0,0.166666667
0,0,150,1,0,0,32,0.05,0.0,0.0
0,0,60,0,1,1,-160,0.115942029,0.028985507,0.0
0,0,300,1,0,1,-81,0.0,0.0,0.0
0,0,240,0,0,1,-66,0.222222222,0.031746032,0.0
0,1,240,1,1,0,27,0.025641026,0.0,0.142857143
1,1,150,0,1,1,-905,0.616666667,0.2,0.5
0,0,120,1,1,1,-8,0.196721311,0.016393443,0.0
0,0,240,0,1,0,-148,0.638888889,0.333333333,0.0
1,1,150,0,1,1,-239,0.256756757,0.0,0.0
1,1,0,0,1,1,-97,0.31884058,0.115942029,0.0
1,1,240,1,1,0,-40,0.146341463,0.0,0.142857143
1,1,240,1,1,0,-157,0.057692308,0.0,0.0
1,1,210,1,0,0,-151,0.405405405,0.027027027,0.0
1,1,90,1,1,0,-147,0.162162162,0.054054054,0.166666667
1,1,210,1,1,0,-200,0.0,0.0,0.0
1,1,90,1,1,0,60,0.76,0.12,0.0
0,1,210,1,1,0,-3,0.38,0.06,0.0
0,1,330,0,0,0,216,0.047619048,0.0,0.0
1,1,270,1,1,1,-130,0.163265306,0.040816327,0.0
0,1,210,1,1,0,-165,0.12,0.013333333,0.333333333
1,1,150,1,1,0,-247,0.046511628,0.046511628,0.5
0,1,30,1,1,1,-181,0.0,0.0,0.25
0,0,210,0,1,1,-90,0.141304348,0.02173913,0.0
0,1,60,1,1,1,-238,0.0,0.0,0.25
0,1,90,1,1,0,-45,0.043478261,0.0,0.0
1,1,120,1,1,1,-27,0.14516129,0.032258065,0.428571429
0,1,120,0,1,1,-78,0.316666667,0.066666667,0.166666667
1,1,60,1,1,0,-179,0.885714286,0.457142857,0.0
0,0,180,1,1,0,-219,0.608695652,0.086956522,0.0
0,1,150,1,1,0,-176,0.051724138,0.017241379,0.5
1,1,240,1,0,0,-138,0.333333333,0.044444444,0.166666667
1,1,120,1,1,1,-9,0.481927711,0.072289157,0.142857143
0,0,60,0,1,1,-16,0.017241379,0.0,0.0
0,0,30,0,1,1,-179,0.357142857,0.023809524,0.0
0,0,180,1,0,1,-25,0.225352113,0.112676056,0.0
1,1,270,1,1,1,-29,0.066666667,0.0,0.285714286
0,1,150,1,0,1,15,0.365079365,0.015873016,0.0
1,1,210,0,1,1,90,0.094339623,0.0,0.333333333
0,0,300,0,1,1,-520,0.027522936,0.0,0.1
0,0,90,0,1,1,-219,0.174603175,0.0,0.0
1,1,240,1,1,0,-217,0.869565217,0.260869565,0.285714286
1,1,90,1,1,0,-221,0.514285714,0.114285714,0.454545455
0,0,180,1,1,1,77,0.0,0.0,0.0
1,1,90,1,1,1,-173,0.169811321,0.037735849,0.142857143
0,1,270,1,1,0,-156,0.384615385,0.025641026,0.0
1,1,90,1,1,0,-114,0.311320755,0.056603774,0.285714286
0,0,330,1,1,0,-58,0.388888889,0.055555556,0.125
0,0,360,0,0,0,-144,0.024390244,0.0,0.0
1,0,210,1,1,1,99,0.0,0.0,0.0
1,1,210,1,0,1,105,0.352941176,0.058823529,0.0
1,1,30,0,0,1,-249,0.401960784,0.058823529,0.5
0,0,300,1,1,1,8,0.11,0.02,0.0
0,1,90,1,1,0,-39,0.375,0.075,0.0
1,1,210,0,1,1,10,0.088888889,0.022222222,0.0
1,1,120,1,1,0,-91,0.083333333,0.013888889,0.0
1,1,90,0,1,1,-31,0.306122449,0.06122449,0.0
1,1,30,1,1,0,-239,0.206349206,0.031746032,0.0
1,1,30,1,1,0,-102,0.023809524,0.0,0.0
1,1,240,1,0,1,47,0.052631579,0.035087719,0.0
0,0,330,0,0,1,-240,0.018867925,0.0,0.0
1,1,90,0,1,0,-211,0.184615385,0.030769231,0.454545455
1,1,180,1,1,1,-206,0.605263158,0.026315789,0.0
0,0,150,1,0,0,-232,0.0,0.0,0.0
0,0,0,0,1,0,-182,0.403846154,0.115384615,0.0
0,0,180,1,1,1,-209,0.842105263,0.210526316,0.0
0,1,180,1,1,0,-187,0.290322581,0.096774194,0.0
1,1,330,1,0,0,-176,0.763157895,0.0,0.0
0,0,30,0,1,0,-180,0.0,0.0,0.166666667
0,1,270,0,0,1,156,0.0,0.0,0.166666667
1,1,270,1,1,1,-137,0.268292683,0.0,0.666666667
1,1,360,0,1,1,-40,0.090909091,0.072727273,0.0
0,1,30,1,1,1,-102,0.636363636,0.0,0.166666667
1,1,60,1,0,1,-213,0.5,0.019230769,0.0
1,1,90,0,1,1,-12,0.425531915,0.127659574,0.0
0,0,120,1,1,0,-65,0.227272727,0.045454545,0.166666667
1,1,60,1,1,1,-35,0.36,0.1,0.142857143
1,0,150,1,1,0,-242,0.370967742,0.096774194,0.166666667
0,0,150,1,1,0,-136,0.171428571,0.0,0.0
1,1,30,1,1,0,-244,0.136986301,0.054794521,0.0
0,0,30,1,0,0,-184,0.230769231,0.025641026,0.333333333
0,0,240,1,1,0,-242,0.217391304,0.0,0.0
0,1,240,1,0,0,-143,0.057142857,0.0,0.5
1,1,180,0,0,1,72,0.0625,0.0,0.0
1,1,360,1,1,0,-143,0.0,0.0,0.0
1,1,180,1,1,0,-217,0.06557377,0.016393443,0.0
0,0,120,1,1,1,66,0.178571429,0.011904762,0.545454545
1,1,90,1,1,1,-136,0.456521739,0.02173913,0.333333333
1,1,240,0,1,1,25,0.482758621,0.086206897,0.0
1,1,30,1,0,1,-12,0.049180328,0.032786885,0.166666667
0,0,240,1,0,1,-65,0.25,0.019230769,0.0
1,1,180,0,0,0,-111,0.595744681,0.127659574,0.166666667
1,1,210,1,0,0,-201,0.25,0.166666667,0.166666667
1,1,150,1,1,1,-228,0.652173913,0.130434783,0.333333333
1,1,150,1,1,0,-140,0.224489796,0.040816327,0.166666667
1,1,30,1,1,1,-83,0.0,0.0,0.5
1,1,210,1,1,1,10,0.714285714,0.321428571,0.285714286
1,1,330,0,1,0,212,0.225,0.075,0.666666667
0,1,360,1,1,0,58,0.170731707,0.024390244,0.0
1,1,180,1,1,0,-271,0.0,0.0,0.285714286
0,1,300,0,1,0,-64,0.071428571,0.0,0.0
0,0,90,1,1,0,-215,0.042553191,0.021276596,0.0
0,0,180,0,0,1,71,0.352941176,0.058823529,0.2
0,0,300,1,1,0,-208,0.066666667,0.0,0.0
0,1,240,1,0,1,-142,0.379310345,0.0,0.166666667
1,1,300,0,1,1,-187,0.204545455,0.022727273,0.0
1,1,150,1,1,0,-55,0.102040816,0.040816327,0.428571429
0,0,210,1,0,1,16,0.022727273,0.0,0.0
1,1,60,0,0,1,-182,0.0,0.0,0.5
0,0,120,1,0,1,18,0.095238095,0.015873016,0.0
1,1,60,1,1,1,-82,0.534883721,0.093023256,0.166666667
0,1,150,0,1,1,-40,0.160714286,0.107142857,0.285714286
0,0,150,0,1,1,24,0.25,0.0,0.0
1,0,60,0,1,0,-163,0.272727273,0.054545455,0.0
0,1,60,1,0,1,-247,0.008333333,0.0,0.0
1,1,180,1,0,0,55,0.185185185,0.0,0.166666667
0,0,240,1,0,1,-235,0.183333333,0.0,0.5
0,0,30,1,1,1,-185,0.52173913,0.0,0.0
1,1,0,1,1,0,-112,0.052631579,0.0,0.0
0,0,270,1,0,1,82,0.0,0.0,0.0
0,0,180,0,1,0,-137,0.171428571,0.057142857,0.0
0,0,90,0,1,0,-134,0.543478261,0.108695652,0.0
0,0,360,1,1,0,-241,0.622222222,0.044444444,0.0
1,1,60,1,1,0,-168,0.556962025,0.215189873,0.333333333
1,1,210,0,0,1,-86,0.018518519,0.0,0.333333333
1,1,240,1,1,0,-138,0.125,0.0625,0.333333333
0,0,270,1,1,0,-137,0.0,0.0,0.166666667
1,1,60,1,1,1,-243,0.230769231,0.038461538,0.0
1,1,30,1,1,1,-177,0.0,0.0,0.5
1,1,210,1,0,1,99,0.068965517,0.0,0.166666667
0,0,30,0,1,0,-180,1.0,0.578125,0.333333333
0,0,150,0,1,0,39,0.95,0.375,0.0
0,1,0,0,1,1,-90,0.096774194,0.0,0.166666667
1,1,60,1,1,0,-275,0.088235294,0.0,0.571428571
0,0,330,1,1,1,-55,0.047619048,0.023809524,0.0
1,1,300,1,0,1,12,0.017241379,0.0,0.0
1,1,180,1,0,1,742,0.422222222,0.133333333,0.0
0,1,210,1,1,1,3,0.417910448,0.029850746,0.166666667
1,1,120,1,0,1,7,0.173913043,0.072463768,0.428571429
1,1,30,1,1,0,-193,0.891304348,0.434782609,0.571428571
1,1,270,1,0,0,-127,0.1875,0.0625,0.0
1,1,120,1,1,0,6,0.136363636,0.0,0.285714286
1,1,90,1,1,0,-35,0.025,0.0,0.0
0,0,120,1,0,1,-20,0.02247191,0.0,0.090909091
0,0,360,0,1,0,-123,0.0,0.0,0.0
1,1,270,1,1,0,140,0.069767442,0.0,0.0
1,1,120,1,1,1,16,0.406779661,0.152542373,0.0
1,1,360,0,1,1,63,0.148148148,0.037037037,0.333333333
0,0,30,1,0,1,-168,0.810344828,0.068965517,0.166666667
1,1,300,1,0,0,-84,0.32,0.06,0.0
1,0,180,0,1,1,-126,0.166666667,0.016666667,0.272727273
1,1,150,1,1,1,-239,0.047619048,0.0,0.666666667
1,1,240,1,1,0,-230,0.822222222,0.133333333,0.7
1,1,90,0,0,0,-6,0.0,0.0,0.0
0,0,240,0,1,1,-156,0.271186441,0.118644068,0.0
1,1,300,0,0,1,98,0.543478261,0.043478261,0.166666667
0,0,210,0,1,0,-257,0.041666667,0.0,0.166666667
1,1,120,1,1,1,7,0.066037736,0.018867925,0.285714286
1,1,120,1,1,0,7,0.777777778,0.2,0.428571429
1,1,30,1,1,1,-103,0.216666667,0.033333333,1.0
0,0,240,0,0,1,130,0.0,0.0,0.166666667
0,0,330,0,1,0,-260,0.121212121,0.0,0.166666667
1,1,150,1,0,1,-125,0.206349206,0.047619048,0.5
1,1,240,1,1,0,-147,0.117647059,0.058823529,0.666666667
1,1,270,0,1,1,15,0.5,0.160714286,0.142857143
0,0,60,0,1,0,-249,0.066666667,0.022222222,0.166666667
0,1,150,1,0,1,-57,0.185185185,0.0,0.166666667
0,1,180,1,0,1,-23,0.0,0.0,0.0
0,0,360,0,0,1,257,0.108695652,0.0,0.333333333
1,1,180,1,1,1,57,0.0,0.0,0.833333333
0,0,300,1,1,1,93,0.20754717,0.0,0.0
0,0,300,1,1,1,-91,0.70212766,0.042553191,0.5
0,0,30,0,0,0,-185,0.033333333,0.0,0.0
0,0,180,0,1,1,-229,0.024390244,0.0,0.0
0,0,180,1,0,0,-187,0.322580645,0.032258065,0.0
0,0,360,1,0,1,27,0.387096774,0.080645161,0.0
1,1,60,1,0,0,-233,0.259259259,0.074074074,0.75
0,0,360,1,1,0,-248,0.0,0.0,0.0
0,0,30,1,0,1,3,0.227272727,0.0,0.0
0,0,60,0,1,1,-46,0.583333333,0.1875,0.428571429
0,0,180,0,1,1,-35,0.707317073,0.170731707,0.0
0,0,150,1,1,1,-165,0.25,0.017857143,0.0
0,0,60,1,0,0,-162,0.056603774,0.0,0.0
0,0,240,1,0,1,-148,0.013333333,0.013333333,0.166666667
1,1,330,0,1,1,-61,0.075471698,0.0,0.5
0,1,180,1,1,0,-126,0.02173913,0.0,0.0
1,1,30,1,1,0,-249,0.392857143,0.196428571,0.142857143
1,1,60,1,1,1,-51,0.116666667,0.016666667,0.428571429
0,1,180,1,1,1,-203,0.490909091,0.036363636,0.142857143
1,1,210,1,1,0,-179,0.606060606,0.03030303,0.0
1,0,300,1,0,0,-18,0.621621622,0.27027027,0.5
0,1,90,1,1,0,-68,0.12195122,0.0,0.0
1,1,330,0,0,1,-138,0.367346939,0.142857143,0.666666667
0,0,300,0,1,1,-66,0.486111111,0.041666667,0.0
1,1,30,0,1,0,-175,0.793103448,0.206896552,0.333333333
0,0,330,0,0,1,-137,0.244897959,0.020408163,0.0
0,1,30,1,1,1,-60,0.1,0.0,0.125
0,1,330,0,1,1,-225,0.0625,0.0,0.0
0,1,240,0,1,1,30,0.050847458,0.016949153,0.142857143
0,0,60,1,1,1,-226,0.232876712,0.0,0.0
1,1,30,0,1,1,-104,0.045454545,0.0,0.142857143
1,1,60,1,1,0,-611,0.039215686,0.0,0.0
0,0,0,1,1,1,-233,0.0,0.0,0.0
0,1,60,0,0,0,-68,0.024390244,0.0,0.0
0,0,360,0,1,0,-11,0.097560976,0.0,0.0
0,1,90,1,0,1,-6,0.484848485,0.181818182,0.285714286
0,0,120,1,0,0,-244,0.049180328,0.0,0.0
1,0,60,0,1,1,-125,0.746666667,0.066666667,0.833333333
1,1,120,0,1,1,9,0.353846154,0.061538462,0.428571429
0,1,0,1,1,1,-56,0.219178082,0.01369863,0.6
0,0,270,0,1,1,-57,0.037037037,0.0,0.0
0,1,150,1,1,0,-142,0.244444444,0.022222222,0.166666667
0,0,360,1,0,0,-68,0.142857143,0.0,0.0
0,1,150,1,1,1,45,0.087719298,0.01754386,0.333333333
0,0,330,0,1,1,-31,0.944444444,0.055555556,0.0
0,0,60,1,1,1,-62,0.185185185,0.0,0.0
0,1,90,1,1,1,-18,0.875,0.069444444,0.428571429
0,0,60,0,1,1,-111,0.466666667,0.026666667,0.0
1,0,150,0,0,1,-229,0.188679245,0.018867925,0.333333333
0,0,120,1,0,1,24,0.047619048,0.0,0.142857143
1,1,180,1,1,1,73,0.1,0.06,0.333333333
1,1,300,1,1,1,192,0.595238095,0.071428571,0.0
0,0,210,0,1,1,-81,0.192982456,0.01754386,0.0
1,1,180,0,1,1,-211,0.155555556,0.066666667,0.0
0,1,150,1,1,0,-243,0.325,0.075,0.5
0,0,30,0,1,0,-186,0.27027027,0.054054054,0.0
0,0,60,1,0,0,-132,0.326530612,0.081632653,0.0
0,0,240,1,0,0,-267,0.0,0.0,0.0
0,0,120,1,1,0,-252,0.0,0.0,0.166666667
1,1,60,1,1,1,-241,0.350649351,0.064935065,0.7
1,1,30,0,1,0,-99,0.604651163,0.139534884,0.0
1,1,60,1,1,1,-167,0.213483146,0.0,0.0
1,1,300,1,1,1,182,0.263157895,0.0,0.333333333
1,1,120,1,0,1,-3,0.023529412,0.011764706,0.333333333
1,1,180,1,1,1,-160,0.137931034,0.017241379,0.142857143
0,0,180,0,0,1,74,0.019607843,0.0,0.5
0,0,270,0,1,0,-117,0.147058824,0.058823529,0.166666667
0,1,150,1,1,1,-183,0.053097345,0.017699115,0.0
0,0,90,1,0,1,-140,0.064220183,0.0,0.125
1,1,150,0,0,1,-243,0.397849462,0.043010753,0.666666667
1,1,210,1,1,0,-201,0.5,0.277777778,0.666666667
1,0,90,1,1,1,-15,0.357142857,0.142857143,0.0
0,1,180,1,1,1,-191,0.513513514,0.162162162,0.272727273
1,1,270,1,1,1,-219,0.277777778,0.055555556,0.333333333
0,0,120,1,1,0,-87,0.02247191,0.0,0.0
1,1,60,1,1,1,-234,0.475409836,0.180327869,0.166666667
1,1,180,1,1,1,-44,0.083333333,0.0,0.4
0,0,210,1,0,0,-245,0.081081081,0.0,0.0
0,0,150,1,1,0,-227,0.0,0.0,0.166666667
0,0,210,0,0,0,2,0.111111111,0.0,0.0
1,1,180,1,1,1,-142,0.0,0.0,0.333333333
0,0,180,1,0,1,-206,0.174603175,0.0,0.0
1,1,30,0,1,1,-167,0.323529412,0.029411765,0.0
0,0,240,0,1,1,-94,0.105263158,0.0,0.0
0,0,150,1,1,1,-239,0.085470085,0.025641026,0.8
1,1,90,1,1,1,-169,1.0,0.119402985,0.285714286
1,1,330,0,1,1,-54,0.102040816,0.020408163,1.0
0,0,150,0,0,0,-189,0.085714286,0.028571429,0.666666667
0,1,270,1,1,0,-128,0.133333333,0.0,0.0
1,1,150,0,0,1,40,0.074074074,0.0,0.166666667
0,0,30,1,1,0,-170,0.717391304,0.086956522,0.0
0,0,210,1,1,0,-183,0.0,0.0,0.0
0,0,330,0,0,0,219,0.066666667,0.0,0.0
0,0,270,0,1,0,-108,0.0625,0.020833333,0.0
0,0,90,0,1,1,-200,0.060606061,0.015151515,0.0
0,0,180,1,1,0,-196,0.186046512,0.0,0.0
1,1,180,1,1,1,-173,0.208333333,0.125,0.166666667
1,1,90,0,1,0,-22,0.0,0.0,0.0
1,1,180,0,1,1,-15,0.637931034,0.206896552,0.5
1,1,180,1,1,1,-28,0.090909091,0.036363636,0.375
0,0,270,1,0,1,148,0.097560976,0.024390244,0.333333333
0,0,90,1,1,1,-121,0.196078431,0.019607843,0.166666667
1,1,150,1,1,1,46,0.456140351,0.140350877,0.166666667
1,1,30,1,1,0,-93,0.066037736,0.009433962,0.333333333
1,1,180,1,1,1,64,0.34,0.12,0.0
0,0,240,1,0,0,-155,0.326086957,0.02173913,0.125
0,0,150,0,1,0,-152,0.088888889,0.0,0.0
0,0,180,0,1,0,71,0.028571429,0.0,0.0
1,0,360,1,0,0,-114,0.634146341,0.268292683,1.0
1,1,30,1,1,1,-77,0.111111111,0.037037037,0.333333333
0,0,270,0,1,0,153,0.111111111,0.0,0.166666667
0,0,30,1,1,0,-179,0.285714286,0.178571429,0.0
0,0,90,1,0,0,-111,0.19047619,0.0,0.0
0,0,330,0,1,0,-154,0.15625,0.09375,0.0
0,1,120,0,1,0,-248,0.25,0.0,0.0
0,0,330,1,0,0,-202,0.193548387,0.032258065,0.428571429
0,1,210,1,1,0,-199,0.278688525,0.081967213,0.285714286
0,0,180,0,1,1,-137,0.03030303,0.0,0.0
0,0,180,0,1,0,6,0.227272727,0.0,0.0
0,0,30,1,0,1,-84,0.333333333,0.037037037,0.0
0,0,150,1,1,1,-241,0.37037037,0.074074074,0.666666667
1,1,270,1,1,1,-178,0.03030303,0.0,0.0
0,1,0,0,1,0,-99,0.210526316,0.052631579,0.333333333
1,1,90,1,0,1,-117,0.423076923,0.076923077,0.1
1,1,180,1,0,0,-220,0.191489362,0.021276596,0.0
1,1,90,1,1,0,-36,0.97826087,0.195652174,0.571428571
1,0,180,1,1,0,-181,0.463414634,0.243902439,0.4
1,0,240,1,1,0,-152,0.0,0.0,0.0
0,1,60,1,1,0,-133,0.482758621,0.068965517,0.0
0,0,30,1,0,0,-177,0.238095238,0.047619048,0.0
0,1,60,1,1,1,-36,0.407407407,0.148148148,0.333333333
0,0,60,0,1,1,-223,0.386666667,0.066666667,0.0
0,0,150,1,1,0,-236,0.304347826,0.0,0.0
0,0,30,0,1,1,-172,0.333333333,0.018518519,0.166666667
1,1,330,0,1,1,-41,0.053571429,0.0,0.0
1,1,360,1,1,1,6,0.076923077,0.0,0.428571429
0,0,210,1,1,1,-164,0.444444444,0.055555556,0.0
0,1,180,1,1,0,54,0.0,0.0,0.0
1,1,210,1,1,1,30,0.057692308,0.0,0.0
1,1,300,1,0,1,202,0.580645161,0.0,0.0
0,0,270,1,0,1,147,0.0,0.0,0.0
