cur_brand,first_buy_brand,babyage,ZONE,breastfeed,enroll_type2,enroll_age,open_rate0,click_rate0,redem_rate0
1,0,90,0,1,1,-140,0.376237624,0.01980198,0.333333333
0,0,240,1,0,1,-25,0.2,0.0,0.25
1,0,150,1,1,1,-247,0.128440367,0.0,0.25
1,1,240,1,0,1,2,0.303030303,0.060606061,1.0
1,1,30,1,1,1,-206,0.136363636,0.0,0.333333333
0,0,60,0,1,1,-178,0.653061224,0.183673469,0.625
0,1,180,0,1,1,-227,0.065420561,0.0,0.0
0,0,210,0,1,1,-10,0.098901099,0.0,0.0
0,0,270,0,1,0,47,0.021978022,0.0,0.0
0,0,120,1,1,0,-80,0.379310345,0.022988506,0.0
1,1,210,0,1,1,-28,0.5,0.0,0.0
0,1,300,1,0,0,-100,0.057142857,0.0,0.0
0,1,180,1,0,1,-198,0.031746032,0.0,0.0
1,1,300,1,1,1,-142,0.0,0.0,0.0
1,1,210,1,0,1,349,0.117647059,0.039215686,0.0
0,0,240,1,0,0,-122,0.266666667,0.022222222,0.0
0,1,240,1,1,0,-151,0.133333333,0.0,0.0
0,1,330,1,1,0,90,0.388888889,0.0,0.0
1,1,0,1,0,0,-225,0.342105263,0.026315789,0.0
0,0,330,0,1,0,103,0.47826087,0.0,0.0
0,1,60,1,1,0,-185,0.253521127,0.014084507,0.0
0,1,60,1,1,0,-169,0.0,0.0,0.0
0,0,90,1,0,0,-127,0.05,0.0,0.0
0,0,240,0,0,0,-167,0.041666667,0.0,0.0
0,0,90,1,1,0,-154,0.8125,0.015625,0.0
0,0,240,0,0,0,6,0.136363636,0.0,0.0
0,0,210,1,0,0,-221,0.87755102,0.040816327,0.0
0,0,210,0,0,0,83,0.109090909,0.0,0.0
1,1,270,1,0,0,57,0.090909091,0.045454545,0.0
0,0,270,0,0,0,-127,0.098039216,0.0,0.0
0,0,270,1,0,1,-98,0.051020408,0.0,0.571428571
1,1,330,1,1,1,-167,0.04494382,0.0,0.0
1,1,180,1,1,0,-227,0.302631579,0.065789474,0.125
0,0,90,0,1,1,-114,0.041237113,0.0,0.0
0,0,270,0,1,0,52,0.294117647,0.176470588,0.0
1,1,30,0,1,1,-160,0.857142857,0.392857143,1.0
1,1,60,0,1,1,-63,0.1,0.0,0.75
0,0,240,1,0,0,-164,0.306122449,0.081632653,0.0
0,0,120,1,1,0,-98,0.03125,0.015625,0.0
1,1,60,1,1,0,-189,0.05952381,0.0,0.0
0,0,30,0,0,0,-195,0.019607843,0.0,0.0
0,0,330,1,1,0,113,0.071428571,0.0,0.0
1,1,240,0,1,0,-252,0.0,0.0,0.0
0,0,240,1,1,0,-188,0.268656716,0.014925373,0.0
0,1,60,1,0,0,-167,0.1,0.0,0.0
0,0,120,0,1,0,-102,0.0,0.0,0.0
0,1,60,0,1,0,-159,0.106382979,0.0,0.0
1,1,90,1,1,0,-139,0.0,0.0,0.0
0,0,30,1,1,0,-202,0.774647887,0.028169014,0.0
0,1,0,1,1,0,-100,0.082352941,0.035294118,0.0
0,0,30,1,1,1,-237,0.101694915,0.016949153,0.0
0,0,0,0,0,0,-143,0.090909091,0.0,0.0
0,0,210,1,0,0,-196,0.08,0.04,0.0
0,0,90,0,1,0,-183,0.257142857,0.0,0.0
0,0,270,1,1,0,-147,0.034482759,0.0,0.0
0,1,90,1,1,0,-122,0.140350877,0.035087719,0.0
0,0,330,1,0,1,-195,0.030674847,0.006134969,0.0
1,1,60,1,1,0,-167,0.071428571,0.047619048,0.0
0,0,270,1,1,0,-137,0.069444444,0.027777778,0.0
0,1,60,1,1,0,-153,0.275862069,0.120689655,0.0
0,0,210,0,1,0,-30,0.095238095,0.0,0.0
0,1,60,1,0,0,-171,0.148648649,0.027027027,0.0
0,0,330,0,1,0,-67,0.806451613,0.419354839,0.333333333
1,1,210,0,0,0,-204,0.372881356,0.101694915,0.0
1,1,90,1,1,0,-143,0.32038835,0.097087379,0.666666667
0,0,90,0,1,0,-138,0.209302326,0.023255814,0.0
0,0,30,0,1,0,-204,0.0,0.0,0.0
0,0,120,1,1,0,-8,0.090909091,0.0,0.0
1,1,30,1,1,0,-198,0.019230769,0.0,0.0
0,1,150,1,1,0,-101,0.141666667,0.041666667,0.333333333
1,1,300,1,1,0,-153,0.642857143,0.0,0.4
1,1,90,1,1,0,-158,0.15625,0.0625,0.0
1,1,60,1,0,0,-175,0.093023256,0.0,0.333333333
1,1,60,1,1,0,-189,0.0,0.0,0.0
1,0,210,1,1,0,-224,0.254901961,0.019607843,0.0
0,0,180,1,1,0,-40,0.142857143,0.035714286,0.0
0,0,150,1,1,0,-76,0.258064516,0.032258065,0.333333333
1,1,270,0,0,0,-122,0.0,0.0,0.0
0,0,60,0,1,0,-145,0.25,0.052631579,0.0
0,0,60,1,0,0,-176,0.137254902,0.098039216,0.0
1,1,330,1,1,0,-95,0.0,0.0,0.0
1,1,30,1,0,0,-200,0.009009009,0.0,0.0
1,1,30,0,1,0,-163,0.254545455,0.018181818,0.111111111
0,1,90,1,1,0,-129,0.02970297,0.0,0.0
0,0,60,1,0,0,-177,0.0,0.0,0.0
0,0,150,1,1,0,-69,0.0,0.0,0.0
1,1,330,0,1,0,-112,0.036363636,0.018181818,0.0
0,0,240,1,1,0,-196,0.0,0.0,0.0
0,0,30,0,1,0,-199,0.4,0.036363636,0.0
1,1,300,1,1,1,-119,0.105263158,0.0,0.0
1,1,30,1,0,1,-27,0.067873303,0.0,0.333333333
1,1,90,1,0,0,-144,0.0,0.0,0.0
0,1,270,1,0,0,-137,0.454545455,0.090909091,0.0
0,0,120,1,1,0,-127,0.1,0.025,0.0
1,1,30,1,1,0,-208,0.083333333,0.0,0.0
0,1,0,1,0,0,-230,0.261904762,0.035714286,0.0
0,0,0,1,1,0,-215,0.0,0.0,0.0
0,0,330,0,0,0,-70,0.235294118,0.0,0.0
1,1,60,0,1,0,-175,0.882352941,0.058823529,0.0
0,0,30,0,0,0,-217,0.0,0.0,0.0
1,1,30,1,1,0,-218,0.192307692,0.019230769,0.0
1,1,270,0,1,1,133,0.127659574,0.042553191,0.0
0,1,90,1,1,1,21,0.184210526,0.078947368,0.0
0,0,30,1,1,0,-216,0.041666667,0.0,0.0
1,1,180,1,1,0,-42,0.035714286,0.0,0.0
1,0,90,1,1,0,-132,0.140350877,0.070175439,0.0
0,0,120,1,0,0,-226,0.0,0.0,0.0
1,1,0,1,1,0,-216,0.038461538,0.019230769,0.0
0,0,240,1,1,0,-177,0.0,0.0,0.0
0,0,30,1,1,1,-913,0.15,0.025,0.0
0,0,0,1,1,0,674,0.0,0.0,0.0
0,0,270,1,1,0,-149,0.913043478,0.043478261,0.0
0,0,330,1,0,0,-66,0.09375,0.0,0.0
1,1,330,1,1,0,-100,0.294117647,0.044117647,0.333333333
0,0,30,0,1,0,-199,0.428571429,0.06122449,0.0
0,1,180,1,1,1,-58,0.647058824,0.141176471,0.428571429
0,0,300,0,0,0,-87,0.085106383,0.021276596,0.0
0,1,330,1,1,1,-148,0.39047619,0.019047619,0.142857143
1,0,330,1,0,1,93,0.0,0.0,0.0
1,0,240,1,0,1,-1126,0.081081081,0.0,0.0
0,1,210,1,1,1,-7,0.092485549,0.034682081,0.0
1,0,180,1,1,1,-33,0.97826087,0.108695652,0.0
1,1,30,1,1,0,-186,0.0,0.0,0.333333333
0,0,240,0,1,1,-192,0.148148148,0.007407407,0.0
0,1,330,1,1,0,-86,0.314814815,0.018518519,0.666666667
0,0,30,1,0,0,-200,0.744186047,0.058139535,0.0
1,1,270,1,1,0,-144,0.5,0.035714286,0.333333333
1,1,210,0,0,0,-191,0.444444444,0.083333333,0.285714286
0,0,330,1,1,0,-78,0.688888889,0.044444444,0.666666667
0,1,180,1,0,0,-221,0.24137931,0.034482759,0.0
1,1,90,1,1,0,-165,0.204918033,0.032786885,0.0
1,1,240,1,1,0,9,0.173410405,0.011560694,0.0
1,1,90,1,1,0,-149,0.913043478,0.234782609,0.333333333
0,1,300,1,1,0,-189,0.09375,0.015625,0.333333333
0,1,210,1,1,0,-194,0.112903226,0.0,0.0
1,1,270,1,0,1,-166,0.511111111,0.088888889,0.25
0,0,180,1,0,1,-1073,0.266666667,0.05,0.0
1,1,360,1,0,1,136,0.319148936,0.0,1.0
0,0,180,1,1,1,-45,0.083333333,0.0,0.0
0,0,30,0,1,0,-197,0.046511628,0.023255814,0.0
1,1,330,1,0,0,-101,0.093023256,0.046511628,0.5
0,0,30,1,0,1,-466,0.453125,0.0625,0.125
1,0,180,1,1,1,325,0.056074766,0.0,0.0
0,0,210,1,1,1,-236,0.0,0.0,0.0
1,1,90,0,1,1,-135,0.412280702,0.087719298,0.0
1,1,270,1,1,1,-134,0.070707071,0.0,0.666666667
0,0,240,1,1,1,-38,0.0,0.0,0.0
1,1,0,0,1,0,-13,1.0,0.666666667,0.142857143
1,1,90,0,1,1,-123,0.029411765,0.014705882,0.0
0,0,270,1,1,1,-151,0.0,0.0,0.0
0,0,270,0,1,1,-248,0.033333333,0.0,0.125
1,1,150,1,1,1,269,0.040540541,0.0,0.0
1,1,60,1,1,1,-177,0.69047619,0.380952381,0.333333333
1,1,120,1,1,0,-180,0.045454545,0.022727273,0.0
1,1,180,1,1,1,-210,0.0,0.0,1.0
1,1,330,1,0,1,-37,0.224489796,0.0,0.0
1,1,210,1,1,1,-13,0.879120879,0.010989011,0.0
0,1,240,1,1,1,24,0.04950495,0.0,0.0
1,1,90,1,0,0,-228,0.116666667,0.0,0.25
0,0,150,0,1,1,-90,0.095890411,0.0,0.0
0,0,210,0,1,1,-213,0.112149533,0.0,0.0
1,1,180,0,1,0,-36,0.015625,0.0,0.0
0,1,210,1,0,1,-21,0.118421053,0.013157895,0.333333333
1,1,270,0,1,1,103,0.785714286,0.071428571,0.0
1,1,360,1,1,1,334,0.04494382,0.011235955,0.0
1,1,60,0,0,1,206,0.659090909,0.0,0.0
0,0,30,0,1,1,6,0.05,0.0,0.0
1,1,270,1,1,1,-222,0.885245902,0.442622951,0.5
0,1,360,1,0,1,-132,0.554216867,0.036144578,1.0
1,1,90,1,1,1,-221,0.0,0.0,0.0
0,0,150,1,1,1,-75,0.06,0.0,0.0
0,1,330,1,1,1,-91,0.184210526,0.013157895,0.333333333
1,1,210,1,1,0,-187,0.375,0.09375,0.333333333
1,0,270,1,1,1,-213,0.948717949,0.435897436,0.0
1,1,180,0,1,0,-226,0.066666667,0.0,0.142857143
1,1,180,1,1,1,2,0.385964912,0.087719298,1.0
0,0,180,1,1,1,21,0.010309278,0.0,1.0
1,1,210,1,1,1,-192,0.057142857,0.00952381,0.333333333
0,0,60,1,0,1,-710,0.481481481,0.12037037,0.333333333
1,1,240,0,1,1,41,0.037735849,0.0,0.0
0,0,210,1,1,1,-192,0.011627907,0.0,0.0
1,1,330,1,0,1,-85,0.0,0.0,0.0
1,1,30,1,1,1,-217,0.07,0.03,0.0
1,1,30,1,1,1,-731,0.260869565,0.0,0.0
0,1,90,0,1,1,575,0.046875,0.015625,0.0
0,0,330,1,1,1,-86,0.211111111,0.011111111,0.0
0,1,210,1,1,1,8,0.051020408,0.010204082,0.0
1,1,360,1,1,1,35,0.020833333,0.0,0.0
0,1,210,1,1,1,-20,0.0,0.0,0.0
1,1,90,1,1,1,-151,0.276923077,0.030769231,0.0
0,0,180,1,0,1,-520,0.02739726,0.02739726,0.6
1,1,300,1,1,0,-115,0.103448276,0.034482759,0.0
1,0,240,1,0,0,-167,0.052631579,0.0,0.333333333
0,0,30,0,0,1,-202,0.136363636,0.056818182,0.0
1,1,210,1,1,0,-186,0.040816327,0.0,0.0
0,0,60,1,0,0,-150,0.0,0.0,0.0
1,1,300,0,1,1,-24,0.075,0.0,0.0
0,0,180,1,1,0,-206,0.05,0.0,0.0
0,0,240,1,0,0,-178,0.014492754,0.0,0.0
1,1,210,0,0,0,-195,0.088888889,0.0,0.0
1,1,180,1,1,0,-215,0.01369863,0.0,0.0
1,0,300,1,1,0,-104,0.283018868,0.056603774,0.0
1,0,120,1,1,0,-121,0.338709677,0.016129032,0.333333333
1,1,0,1,1,1,499,0.0,0.0,0.0
0,0,210,0,1,1,-190,0.092592593,0.027777778,0.0
0,0,150,1,1,1,-104,0.096774194,0.0,0.0
0,0,270,1,0,1,-118,0.085106383,0.0,0.0
0,0,300,1,1,1,-110,0.0125,0.0,0.2
0,1,180,1,0,1,127,0.80952381,0.0,0.0
1,0,300,1,1,0,166,0.043478261,0.0,0.0
0,0,30,0,1,1,-2358,0.15,0.0,0.0
1,1,0,1,1,0,-272,0.47761194,0.119402985,0.166666667
1,1,90,1,1,1,-124,0.050505051,0.02020202,0.333333333
1,0,180,1,0,1,-41,0.056603774,0.0,0.0
1,1,180,1,1,1,-192,0.137931034,0.057471264,0.0
0,0,30,0,1,1,-211,0.205882353,0.029411765,0.0
1,1,330,0,0,1,-57,0.274725275,0.0,0.0
1,1,60,1,1,1,-182,0.595238095,0.011904762,0.0
1,1,300,1,0,1,-88,0.099173554,0.041322314,0.0
1,1,90,0,0,1,-128,0.96875,0.0625,0.0
0,1,150,1,1,1,-234,0.125,0.017857143,0.375
0,0,210,0,0,1,6,0.08,0.0,1.0
1,1,360,1,1,1,-54,0.092592593,0.037037037,0.0
1,1,90,1,1,1,-201,0.0,0.0,0.0
1,0,60,1,0,0,-209,0.345454545,0.054545455,0.0
1,1,300,1,1,1,-90,0.25,0.06,0.4
1,1,120,1,0,1,-96,0.333333333,0.117647059,0.0
0,0,270,1,1,1,374,0.142857143,0.0,0.0
1,1,360,1,1,1,-54,0.095238095,0.0,0.0
1,1,60,1,1,1,-168,0.046728972,0.009345794,0.0
1,1,0,0,1,1,-24,0.04109589,0.0,0.0
1,1,210,0,1,1,-204,0.0,0.0,1.0
1,1,120,0,1,1,-451,0.392156863,0.117647059,0.0
1,1,60,1,1,1,-171,0.018867925,0.0,0.0
0,0,270,0,1,1,55,0.914634146,0.024390244,0.5
1,1,240,1,1,1,30,0.016949153,0.016949153,1.0
0,0,180,1,1,0,-212,0.155172414,0.0,0.0
1,1,30,1,1,1,-150,0.575757576,0.121212121,0.2
0,0,90,1,1,1,-268,0.0,0.0,0.0
1,1,240,1,1,1,-163,0.071428571,0.0,0.666666667
0,1,300,1,0,1,85,0.022222222,0.0,0.0
0,1,180,1,1,1,-220,0.515463918,0.0,0.0
1,0,210,1,0,1,-14,0.157303371,0.011235955,1.0
0,0,270,0,0,1,-247,0.091954023,0.022988506,0.25
0,0,270,1,1,0,-141,0.796296296,0.111111111,0.333333333
1,1,270,1,1,0,-159,0.1,0.033333333,0.0
1,1,210,1,1,0,-188,0.0,0.0,0.0
0,0,330,0,0,0,-150,0.183333333,0.033333333,0.0
0,0,180,0,1,0,-236,0.943661972,0.211267606,0.125
0,0,120,1,0,0,-91,0.363636364,0.121212121,0.125
0,1,300,1,1,0,-94,0.181818182,0.045454545,0.0
1,1,150,1,0,0,-72,0.0,0.0,0.125
1,1,60,1,1,1,-603,0.820512821,0.205128205,0.428571429
0,0,240,1,1,1,-243,0.04,0.01,0.0
1,1,270,0,0,1,199,0.010638298,0.0,0.0
0,0,270,1,1,1,-129,0.029411765,0.0,0.0
0,0,300,1,1,1,86,0.042553191,0.021276596,0.0
0,0,270,0,1,1,-121,0.259259259,0.0,0.333333333
1,1,330,0,1,1,-79,0.147540984,0.032786885,0.333333333
0,0,240,0,1,1,-223,0.285714286,0.0,0.0
0,0,180,0,1,1,-203,0.274509804,0.009803922,0.0
0,0,180,1,0,1,-24,0.318681319,0.0,0.0
0,0,60,1,1,1,106,0.038961039,0.012987013,0.0
1,1,60,0,1,1,-138,0.677966102,0.084745763,1.0
0,0,90,0,1,0,-96,0.012820513,0.0,0.0
0,1,30,1,1,1,-171,0.018181818,0.0,0.0
0,0,180,1,1,1,326,0.020833333,0.0,0.0
1,1,60,1,1,1,-134,0.020833333,0.020833333,0.333333333
0,0,210,1,0,1,-194,0.12345679,0.0,0.0
0,1,150,1,1,1,-237,0.075630252,0.0,0.333333333
0,1,210,0,1,1,-19,0.021276596,0.0,0.333333333
0,0,210,1,1,1,-191,0.00877193,0.0,0.0
0,0,360,1,0,1,-43,0.013513514,0.0,0.0
1,1,150,1,1,1,-248,0.018987342,0.006329114,0.0
0,1,30,1,0,1,-221,0.639534884,0.127906977,0.7
0,0,150,1,1,1,-72,0.041666667,0.0,0.0
0,0,30,0,0,1,-201,0.586666667,0.106666667,0.0
1,1,30,1,1,1,-560,0.032258065,0.016129032,0.0
1,1,210,1,1,1,8,0.835164835,0.208791209,1.0
1,1,180,1,1,1,-18,0.018181818,0.009090909,0.166666667
1,0,180,1,0,1,499,0.333333333,0.051282051,0.0
0,0,270,1,0,1,-139,0.053333333,0.0,0.0
1,1,60,1,0,1,44,0.590909091,0.363636364,0.6
0,0,0,0,0,1,-35,0.566666667,0.366666667,0.0
1,1,360,1,1,1,-133,0.247311828,0.053763441,0.142857143
1,1,240,1,0,0,-241,0.285714286,0.020408163,0.0
1,1,30,1,0,1,-19,0.235294118,0.0,0.285714286
0,0,60,0,1,1,-133,0.029411765,0.0,0.0
1,1,90,1,1,1,-1198,0.255813953,0.0,0.0
1,1,270,1,1,0,-189,0.895522388,0.089552239,0.0
0,1,60,1,1,0,-30,0.058823529,0.029411765,0.0
1,1,210,1,1,1,9,0.147368421,0.021052632,0.0
0,0,300,1,0,0,-202,0.063829787,0.0,0.0
0,0,0,1,1,1,-206,0.318181818,0.022727273,1.0
0,0,60,0,1,1,-136,0.24137931,0.034482759,0.0
0,0,210,0,0,1,-213,0.069444444,0.0,0.166666667
1,1,150,1,1,1,-17,0.010638298,0.0,0.0
0,0,180,1,1,1,-25,0.360824742,0.0,0.0
1,1,300,0,1,1,-98,0.010416667,0.0,0.0
0,0,240,0,1,1,-237,0.112903226,0.016129032,0.25
1,1,180,1,1,1,-202,0.891891892,0.22972973,0.0
1,1,300,1,1,1,-77,0.982758621,0.103448276,0.0
0,0,180,1,1,1,-245,0.076923077,0.015384615,0.076923077
1,0,300,1,1,0,-166,0.615384615,0.241758242,0.0
0,0,240,1,1,0,-126,0.017241379,0.017241379,0.0
1,1,270,1,0,1,-480,0.592592593,0.148148148,0.0
1,1,210,1,0,0,-179,0.296296296,0.074074074,0.0
1,1,60,0,0,0,-31,0.0,0.0,0.0
0,0,300,1,1,0,-104,0.372340426,0.053191489,0.0
1,1,240,1,0,0,-164,0.090909091,0.0,0.142857143
1,1,210,0,1,0,-188,0.754716981,0.094339623,0.0
0,0,30,0,1,0,-149,0.086614173,0.031496063,0.0
0,0,270,1,0,0,-108,0.017241379,0.0,0.0
0,0,240,1,1,1,-940,0.12345679,0.037037037,0.0
1,1,90,1,1,0,-148,0.17721519,0.0,0.0
1,1,270,1,1,0,-38,0.741935484,0.225806452,0.0
0,0,30,1,1,0,-168,0.174603175,0.0,0.0
0,0,270,0,0,0,-113,0.085714286,0.0,0.0
1,1,330,1,1,1,-122,0.358333333,0.125,0.428571429
1,1,60,1,1,1,-43,0.016949153,0.0,0.0
0,0,30,1,1,1,-172,0.148148148,0.0,0.0
0,0,150,1,0,1,-233,0.21686747,0.060240964,0.375
1,1,210,1,1,1,11,0.0,0.0,0.0
0,0,240,0,0,1,-230,0.0,0.0,0.0
0,0,240,0,1,1,-223,0.02970297,0.0,0.0
1,1,120,1,0,1,9,0.170212766,0.0,0.0
0,0,60,1,1,1,-52,0.208333333,0.104166667,0.25
1,0,60,1,1,1,-163,0.235294118,0.023529412,0.0
0,1,300,0,0,1,-162,0.130434783,0.0,0.0
1,1,150,0,1,1,-97,0.254901961,0.039215686,0.0
0,0,240,1,0,1,-221,0.254385965,0.026315789,0.0
0,1,360,0,0,1,144,0.058252427,0.009708738,0.0
1,1,300,0,1,1,-69,0.397435897,0.012820513,0.333333333
0,1,180,1,0,1,-229,0.107843137,0.0,0.375
0,0,270,1,0,1,-214,0.038961039,0.0,0.75
1,1,300,1,1,1,-84,0.483870968,0.107526882,0.0
1,1,30,1,1,1,12,0.075268817,0.010752688,1.0
1,1,240,0,1,1,16,0.0,0.0,0.0
1,1,210,1,1,1,-439,0.84,0.48,0.0
1,1,180,1,0,1,-32,0.80952381,0.142857143,0.0
1,1,240,1,1,1,-36,0.5,0.0,0.0
0,0,240,1,1,1,-159,0.770491803,0.163934426,0.0
0,1,240,1,0,0,-129,0.078947368,0.026315789,0.0
1,1,180,1,1,1,3,0.140350877,0.0,0.0
0,1,270,1,1,0,-136,0.377777778,0.044444444,0.0
0,0,30,1,1,1,-162,0.015625,0.0,0.0
0,1,150,1,0,0,-232,0.030769231,0.0,0.0
0,1,210,1,1,1,-197,0.203703704,0.0,0.142857143
0,0,180,0,1,1,2,0.12244898,0.010204082,0.0
0,0,210,1,1,1,-18,0.010204082,0.010204082,0.0
1,1,0,0,0,1,-182,0.231481481,0.064814815,0.0
0,0,180,0,1,1,714,0.307692308,0.038461538,0.0
1,1,180,1,1,1,-13,0.147058824,0.049019608,0.0
1,1,150,1,1,1,-245,0.141509434,0.028301887,0.125
0,0,90,1,1,1,-222,0.0,0.0,0.0
0,1,300,1,1,0,-110,0.134615385,0.0,0.333333333
0,0,270,0,1,1,-136,0.040816327,0.0,0.0
0,1,150,0,0,1,-52,0.0,0.0,0.0
1,1,120,1,1,1,-112,0.277777778,0.111111111,0.0
0,1,330,0,1,1,233,0.08045977,0.0,0.0
0,0,300,0,0,1,-78,0.0,0.0,0.0
0,0,180,0,1,1,-219,0.58974359,0.0,0.0
1,1,90,1,0,1,91,0.909090909,0.0,0.666666667
0,0,150,0,1,1,-28,0.252525253,0.0,0.0
0,0,240,0,0,1,56,0.510638298,0.010638298,1.0
1,1,60,1,1,1,-159,0.704545455,0.318181818,0.0
0,1,270,1,0,1,-120,0.0,0.0,0.0
1,1,150,1,1,1,-229,0.114754098,0.032786885,0.333333333
0,0,120,1,0,1,-245,0.0,0.0,0.0
1,1,60,1,0,1,35,0.090909091,0.03030303,0.0
1,0,240,0,0,1,-220,0.291666667,0.091666667,0.384615385
0,0,0,0,1,0,-32,0.228915663,0.036144578,0.25
1,1,0,0,1,1,-188,0.435294118,0.035294118,0.0
0,1,210,1,0,1,-248,0.380952381,0.015873016,0.25
0,0,360,0,0,1,-8,0.090909091,0.0,0.0
1,1,210,0,0,1,22,0.257731959,0.0,0.0
0,0,150,0,0,1,-59,0.03,0.02,0.0
0,0,150,1,1,1,-67,0.8125,0.0,0.0
0,0,330,1,0,1,-134,0.04,0.0,0.0
1,1,120,1,1,1,-198,0.008474576,0.0,0.25
1,1,90,0,1,1,-117,0.0,0.0,0.0
0,1,150,1,1,1,-245,0.900900901,0.009009009,0.5
0,0,240,1,1,1,45,0.274193548,0.032258065,0.0
0,0,30,0,0,1,-183,0.261682243,0.0,0.0
1,1,210,1,1,1,-196,0.370967742,0.016129032,0.333333333
1,1,30,0,1,1,-168,0.378881988,0.074534161,0.333333333
1,0,180,1,0,0,-182,0.057142857,0.028571429,0.0
0,0,120,0,0,0,-59,0.017241379,0.0,0.0
0,1,270,1,1,0,-120,0.0,0.0,0.0
0,0,300,0,1,0,-74,0.051020408,0.010204082,0.0
0,0,270,1,0,0,-212,0.053333333,0.013333333,0.0
1,1,210,1,1,0,-172,0.108695652,0.050724638,0.333333333
1,1,330,1,1,0,-144,0.364705882,0.129411765,0.333333333
1,1,90,1,1,0,-152,0.086206897,0.034482759,0.0
0,1,330,1,1,0,-55,0.090909091,0.022727273,0.333333333
1,1,240,1,1,0,-158,0.831325301,0.180722892,0.333333333
0,1,210,1,1,0,-185,0.0,0.0,0.0
0,0,180,1,0,0,-190,0.323076923,0.030769231,0.0
1,0,240,1,0,0,-230,0.454545455,0.0,0.25
1,1,30,1,1,0,-160,0.111111111,0.027777778,0.0
1,1,210,1,1,0,-187,0.655172414,0.431034483,0.333333333
1,1,240,1,1,0,-164,0.323076923,0.061538462,0.333333333
0,0,360,0,1,1,-827,0.178082192,0.01369863,0.0
1,1,300,1,1,1,106,0.538461538,0.230769231,0.0
0,1,300,1,0,0,-115,0.0,0.0,0.0
1,1,180,0,0,1,-32,0.010869565,0.0,0.333333333
0,1,240,1,0,1,42,0.051020408,0.0,0.0
0,0,180,1,0,1,332,0.046728972,0.009345794,0.0
1,1,330,1,1,1,-46,0.0,0.0,0.0
0,0,150,0,1,1,-240,0.0,0.0,0.0
1,1,330,1,0,1,377,0.111111111,0.0,0.0
0,0,150,1,0,1,48,0.142857143,0.0,0.0
1,1,120,0,1,1,41,0.081081081,0.009009009,0.166666667
0,0,300,0,1,1,-69,0.014925373,0.0,0.0
0,0,300,0,1,1,-71,0.031578947,0.0,0.0
0,0,240,1,1,1,-222,0.037974684,0.0,0.0
1,1,330,1,1,1,-11,0.105263158,0.0,0.0
1,1,180,1,1,1,-194,0.123595506,0.02247191,0.0
0,0,180,1,0,1,427,0.010989011,0.0,0.0
0,0,90,0,0,1,-93,0.30952381,0.023809524,0.0
0,1,150,1,1,0,-232,0.625,0.025,0.125
1,1,210,1,1,1,24,0.020618557,0.0,0.0
0,0,330,0,1,1,324,0.098901099,0.0,0.0
0,0,120,1,0,1,-238,0.235294118,0.035294118,0.375
1,1,270,1,1,1,445,0.5,0.0,0.0
1,0,30,0,1,1,-183,0.0,0.0,0.0
0,0,150,1,0,1,-25,0.032258065,0.0,0.0
0,1,330,1,0,1,-230,0.028846154,0.0,0.0
1,0,360,0,1,0,-40,0.3,0.075,1.0
0,0,0,0,1,1,-184,0.011764706,0.0,0.0
1,1,60,1,1,1,-134,0.0,0.0,0.0
0,0,270,1,0,1,-118,0.019417476,0.0,0.0
0,0,180,0,0,1,16,0.076923077,0.0,0.0
1,1,210,0,1,1,-178,0.267326733,0.069306931,0.0
0,0,360,1,0,1,-234,0.189473684,0.010526316,0.0
0,0,0,0,1,1,-183,0.047619048,0.0,0.0
1,1,90,0,1,0,81,0.0,0.0,0.0
1,0,240,0,1,1,33,0.0,0.0,0.0
0,0,210,1,1,1,-171,0.163461538,0.0,0.0
1,1,150,1,1,1,122,0.421052632,0.078947368,0.0
1,1,30,1,1,1,-161,0.03030303,0.015151515,0.0
1,1,360,1,1,1,-8,0.03030303,0.0,1.0
0,1,330,1,1,1,-108,0.224299065,0.009345794,0.0
0,0,360,0,1,1,-190,0.0,0.0,0.0
0,0,120,1,1,1,-106,0.0,0.0,0.0
0,0,150,1,0,1,-30,0.010638298,0.0,0.0
0,0,210,1,1,1,-162,0.504672897,0.056074766,0.0
0,0,210,1,0,0,-136,0.224489796,0.040816327,0.0
0,1,300,1,1,0,-85,0.030612245,0.0,0.0
1,1,210,1,1,1,26,0.063829787,0.010638298,0.666666667
1,1,180,1,1,1,-193,0.191780822,0.02739726,0.0
0,0,270,1,0,1,-131,0.0,0.0,0.0
1,1,240,1,1,0,-100,0.95,0.075,0.0
1,1,30,0,1,1,-187,0.301886792,0.028301887,0.333333333
0,0,210,1,1,1,46,0.231578947,0.021052632,0.0
1,1,150,1,1,1,-89,0.420289855,0.144927536,0.0
0,0,180,1,1,1,-191,0.159090909,0.045454545,0.0
0,1,210,1,1,0,-197,0.027777778,0.0,0.0
1,1,30,1,1,0,-172,0.102564103,0.042735043,0.0
0,0,90,1,0,1,-91,0.11,0.02,0.0
0,0,120,0,0,1,-229,0.036585366,0.012195122,0.125
1,1,210,1,1,0,-170,0.267605634,0.028169014,0.0
0,0,150,1,1,0,-57,0.035714286,0.017857143,0.0
1,1,180,0,1,1,-88,0.712765957,0.074468085,0.75
0,0,90,1,1,0,-107,0.0,0.0,0.0
0,1,180,0,1,0,-174,0.02173913,0.0,0.0
1,1,240,1,0,0,-112,0.369565217,0.02173913,0.0
1,0,300,1,0,0,-185,0.325301205,0.180722892,0.0
0,1,240,0,1,1,-245,0.057692308,0.0,0.375
