INDIVIDUAL_ID,cur_brand,first_buy_brand,babyage,ZONE,breastfeed,enroll_type2,enroll_age,open_rate0,click_rate0,redem_rate0
1.00004E+12, , ,1020,1,2,Self Enrolled,36,0,0,0
1.00004E+12,1, ,780,3,2,Self Enrolled,-207,0,0,0
1.00004E+12,2,2,60,3,3,Self Enrolled,77,0.064516129,0,0
1.00004E+12, , ,1050,1,2,CoReg,-31,0,0,0
1.00004E+12,5,1,30,2,3,CoReg,-152,0.058823529,0.008403361,0.333333333
1.00004E+12,1, ,1020,1,1,Self Enrolled,157,0.022727273,0.011363636,0
1.00004E+12, , ,1020,2,2,Self Enrolled,42,0.010989011,0,0
1.00004E+12,1,1,30,1,2,Self Enrolled,-188,0.119402985,0.007462687,0
1.00004E+12, ,3,360,3,1,Self Enrolled,-249,0,0,0
1.00004E+12,4,1,270,1,2,Self Enrolled,-625,0.36,0.05,0
1.00004E+12,2,2,0,1,2,Self Enrolled,329,0.033613445,0,0
1.00004E+12, , ,420,1,2,Self Enrolled,10,0.076923077,0,0
1.00004E+12,3,3,210,9,3,Self Enrolled,-243,0.082191781,0,0
1.00004E+12,1,1,240,1,3,Self Enrolled,-188,0.365591398,0.021505376,0
1.00004E+12,2,2,180,1,3,Self Enrolled,-262,0.230769231,0.021978022,0
1.00004E+12, , ,780,9,1,Self Enrolled,-177,0.086021505,0,0
1.00004E+12, , ,450,1,2,Self Enrolled,9,0.150537634,0.010752688,0
1.00004E+12, ,2,240,1,1,Self Enrolled,-201,0.095744681,0,0
1.00004E+12, , ,810,4,1,Self Enrolled,-80,0,0,0
1.00004E+12, , ,840,3,2,Self Enrolled,44,0.926829268,0.024390244,0
1.00004E+12, , ,750,1,1,Self Enrolled,-126,0.138297872,0.010638298,0
1.00004E+12,3, ,510,3,3,Self Enrolled,-96,0.020833333,0,1
1.00004E+12, , ,840,3,2,Self Enrolled,-50,0,0,0
1.00004E+12,1, ,390,3,1,Self Enrolled,-732,0.581632653,0.142857143,0.142857143
1.00004E+12,2,1,330,1,1,CoReg,-120,0,0,0
1.00004E+12, , ,840,1,3,Self Enrolled,-50,0.036036036,0,0
1.00004E+12, , ,900,1,1,Self Enrolled,18,0,0,0
1.00004E+12,1,1,300,3,2,Self Enrolled,-134,0.131147541,0,0.125
1.00004E+12, , ,960,1,1,Self Enrolled,104,0,0,0
1.00004E+12,3, ,540,1,2,Self Enrolled,-61,0.06122449,0,1
1.00004E+12, , ,930,3,2,Self Enrolled,56,0,0,0
1.00004E+12,2, ,510,3,2,Self Enrolled,-12,0.037037037,0,0
1.00004E+12, , ,660,1,1,Self Enrolled,51,0.195402299,0,0
1.00004E+12, ,1,330,2,2,Self Enrolled,-83,0,0,0
1.00004E+12, , ,0,1,1,Self Enrolled,-128,0.166666667,0.012820513,0.2
1.00004E+12, , ,900,3,2,Self Enrolled,-86,0.068965517,0,0
1.00004E+12, , ,810,1,2,Self Enrolled,-176,0,0,1
1.00004E+12,1,1,330,1,2,Self Enrolled,-75,0.132075472,0,0
1.00004E+12, ,1,0,1,1,Self Enrolled,11,0.239130435,0,0
1.00004E+12, , ,420,1,3,Self Enrolled,-35,0.041237113,0,0
1.00004E+12,1,1,0,3,1,Self Enrolled,-47,0,0,0
1.00004E+12, , ,840,1,1,Self Enrolled,-122,0.010752688,0,0
1.00004E+12, ,3,90,3,3,Others,-181,0.148148148,0,0
1.00004E+12,2,2,240,1,2,CoReg,-115,0.067307692,0,0
1.00004E+12, , ,180,2,1,Self Enrolled,-78,0,0,0
1.00004E+12, , ,120,1,1,Self Enrolled,-53,1,0,1
1.00004E+12, , ,390,1,2,Self Enrolled,-215,0.620689655,0,0
1.00004E+12, , ,840,3,3,Self Enrolled,-52,0.019230769,0,0
1.00004E+12, , ,630,1,2,Self Enrolled,123,0.144736842,0,0
1.00004E+12, , ,750,2,1,Self Enrolled,155,0.027522936,0,0
1.00004E+12, , ,630,3,1,Self Enrolled,-238,0.018518519,0,0.333333333
1.00004E+12, , ,630,2,3,Self Enrolled,-239,0,0,0
1.00004E+12, , ,450,1,1,Self Enrolled,24,0,0,0
1.00004E+12, , ,600,3,2,Self Enrolled,7,0.011363636,0.011363636,0
1.00004E+12, , ,720,3,1,Self Enrolled,-132,0.581395349,0.011627907,0
1.00004E+12, , ,690,1,3,Self Enrolled,-209,0.4,0,0
1.00004E+12, , ,570,3,1,Self Enrolled,-142,0.118644068,0.033898305,0
1.00004E+12, , ,870,1,2,Self Enrolled,-112,0.005649718,0,0
1.00004E+12, , ,660,3,1,Self Enrolled,-778,0.291666667,0.041666667,0
1.00004E+12, ,1,180,1,1,Self Enrolled,-34,0,0,0
1.00004E+12, ,3,60,1,2,Self Enrolled,-194,0.270491803,0,0
1.00004E+12,1,1,150,1,2,CoReg,-230,0.02,0,0
1.00004E+12, , ,240,1,1,CoReg,-226,0.467741935,0.016129032,0
1.00004E+12, , ,720,3,1,Self Enrolled,-3005,0.028571429,0.019047619,0.142857143
1.00004E+12,1,1,120,3,2,Self Enrolled,47,0.010526316,0,0
1.00004E+12,4,3,240,1,3,Self Enrolled,-687,0.022900763,0,0
1.00004E+12, , ,420,3,1,CoReg,-196,0,0,0
1.00004E+12, , ,810,2,1,CoReg,-167,0,0,0.5
1.00004E+12,3,3,360,3,2,CoReg,-268,0.018181818,0.006060606,0
1.00004E+12,1,1,240,1,2,CoReg,-183,0.473684211,0.263157895,0
1.00004E+12, , ,810,1,1,Self Enrolled,-228,0.166666667,0.083333333,0.2
1.00004E+12, , ,600,1,2,Self Enrolled,415,0.02020202,0,0
1.00004E+12,1,1,150,1,1,Self Enrolled,199,0.1,0,0
1.00004E+12,3,1,210,9,1,CoReg,-219,0.020833333,0,0
1.00004E+12,2, ,900,3,1,CoReg,-237,0.031746032,0,0
1.00004E+12, , ,720,3,2,CoReg,-181,0.031914894,0,0
1.00004E+12, ,1,60,3,1,Self Enrolled,-182,0.04,0,0
1.00004E+12,3,1,240,1,2,CoReg,-181,0.042735043,0,0
1.00004E+12,4,4,60,1,2,CoReg,-129,0.071428571,0,0
1.00004E+12,1,1,180,1,2,Self Enrolled,383,0.044117647,0,0
1.00004E+12,3,3,240,3,2,Self Enrolled,-98,0.371794872,0.025641026,0
1.00004E+12, ,1,300,1,2,CoReg,-154,0.035087719,0,0
1.00004E+12, ,3,30,3,1,CoReg,-206,0.022222222,0,0.375
1.00004E+12, , ,420,3,1,CoReg,-190,0.103092784,0.010309278,1
1.00004E+12,4,3,240,3,2,CoReg,-206,0.053191489,0.010638298,0
1.00004E+12, ,1,60,1,1,CoReg,-163,0.05,0,0
1.00004E+12,3,3,210,1,2,CoReg,-219,0.113043478,0.017391304,0.8
1.00004E+12, ,1,270,1,2,CoReg,-155,0.301075269,0,0.5
1.00004E+12, , ,720,1,2,CoReg,-159,0.052083333,0.010416667,0
1.00004E+12, , ,690,1,1,Self Enrolled,387,0.19,0.03,0
1.00004E+12,1,1,120,3,2,Self Enrolled,-28,0.230769231,0.076923077,0
1.00004E+12, , ,750,1,2,CoReg,-40,0,0,0
1.00004E+12,3,3,150,9,2,CoReg,-218,0.105263158,0,0
1.00004E+12,1,1,210,1,1,CoReg,-243,0.813333333,0.066666667,0.666666667
1.00004E+12, , ,390,1,1,CoReg,-227,0.010204082,0,0
1.00004E+12, ,1,210,1,2,CoReg,-215,0,0,0
1.00004E+12,2,2,300,1,1,CoReg,-112,0.590909091,0.045454545,0
1.00004E+12, , ,750,1,2,CoReg,-138,0.117647059,0,0
1.00004E+12,1,1,240,1,3,CoReg,-193,0,0,0
1.00004E+12, ,1,210,1,1,CoReg,-201,0.5,0.083333333,0
1.00004E+12,3,2,240,1,2,CoReg,-178,0.263736264,0.010989011,0
1.00004E+12, , ,390,1,2,Self Enrolled,-240,0.14084507,0,0
1.00004E+12,1, ,660,1,2,Self Enrolled,-188,0,0,0
1.00004E+12, , ,180,2,1,Self Enrolled,-241,0.333333333,0.031746032,0
1.00004E+12, , ,810,3,1,Self Enrolled,-232,0.095744681,0,0
1.00004E+12,1,1,60,3,3,Self Enrolled,-244,0,0,0
1.00004E+12,2,3,270,1,1,Self Enrolled,-82,0.130434783,0.086956522,0.454545455
1.00004E+12,2,1,120,2,1,Self Enrolled,-246,0.846153846,0,0
1.00004E+12,1,1,180,2,2,Self Enrolled,-34,0.933333333,0.666666667,0
1.00004E+12, , ,420,3,1,Self Enrolled,-252,0.018518519,0,0.8
1.00004E+12,3,3,330,4,2,Others,673,0,0,0
1.00004E+12,1, ,750,1,2,Self Enrolled,-225,0.619047619,0.142857143,0
1.00004E+12,6, ,570,1,3,Self Enrolled,-35,0.075,0.05,0.285714286
1.00004E+12, ,3,150,1,1,Self Enrolled,518,0,0,0
1.00004E+12, , ,930,1,2,Self Enrolled,-52,0,0,0.5
1.00004E+12,1,1,270,1,1,Self Enrolled,-143,0.411111111,0.088888889,0.666666667
1.00004E+12, , ,750,3,2,Self Enrolled,-115,0.071428571,0,0
1.00004E+12,3,3,210,3,3,Self Enrolled,-244,0.372881356,0.016949153,0
1.00004E+12, , ,900,2,2,Self Enrolled,-212,0,0,0
1.00004E+12,5,5,180,1,1,Self Enrolled,-247,0,0,0
1.00004E+12,3,3,90,3,3,Self Enrolled,-141,0.029850746,0,0
1.00004E+12, , ,150,1,1,Self Enrolled,-251,0.453333333,0.04,0
1.00004E+12,3, ,990,1,1,Self Enrolled,-1259,0.256756757,0,0.5
1.00004E+12, , ,900,1,2,Self Enrolled,25,0.3,0.1,0
1.00004E+12,3,3,120,2,2,Self Enrolled,-215,0.098360656,0.016393443,0.5
1.00004E+12,3, ,780,3,2,CoReg,-188,0.157894737,0,0
1.00004E+12, , ,390,4,1,Self Enrolled,-176,0.015384615,0,0
1.00004E+12, ,2,330,3,1,Self Enrolled,-133,0.111111111,0.018518519,0.2
1.00004E+12,3, ,840,1,2,Self Enrolled,-20,0,0,0
1.00004E+12,4,3,120,2,1,Self Enrolled,-248,0.171428571,0.028571429,0
1.00004E+12,2,2,60,3,1,Self Enrolled,-188,0.933333333,0.2,0
1.00004E+12, ,3,360,1,2,Self Enrolled,-1474,0.03960396,0.00990099,0.333333333
1.00004E+12, , ,630,3,1,Self Enrolled,-231,0.290322581,0.161290323,0
1.00004E+12,3,3,270,1,1,Self Enrolled,-126,0,0,0
1.00004E+12, , ,270,3,1,Self Enrolled,-69,0.014814815,0,0
1.00004E+12,4,4,210,3,1,Self Enrolled,-243,0.12,0.01,0
1.00004E+12, , ,480,1,3,Self Enrolled,-122,0.005464481,0.005464481,0
1.00004E+12,4,1,270,3,2,Self Enrolled,-149,0,0,0
1.00004E+12,5,1,240,1,1,Self Enrolled,-196,0.5,0.078947368,0.333333333
1.00004E+12, , ,420,1,2,Self Enrolled,1,0,0,0
1.00004E+12,5,3,300,1,2,Self Enrolled,-128,0.088888889,0,0
1.00004E+12, , ,420,1,2,Self Enrolled,-196,0.008928571,0,0
1.00004E+12, , ,780,3,3,Self Enrolled,177,0.021276596,0,0
1.00004E+12,2, ,750,3,1,Self Enrolled,-108,0.142857143,0,1
1.00004E+12, , ,450,3,2,Self Enrolled,16,0.010309278,0,0
1.00004E+12,4, ,420,9,3,CoReg,-174,0.04,0,0
1.00004E+12,6,6,60, ,3,Self Enrolled,-214,0.116666667,0.025,0
1.00004E+12, , ,60, ,3,Self Enrolled,-214,0.116666667,0.025,0
1.00004E+12, , ,330,3,1,Self Enrolled,92,0.034090909,0,0
1.00004E+12, , ,390,1,2,Self Enrolled,-28,0.046511628,0,0
1.00004E+12, , ,180,3,1,Self Enrolled,-232,0.010989011,0,0
1.00004E+12, , ,150,1,1,Self Enrolled,-187,0.033898305,0,0
1.00004E+12, , ,150,1,1,Self Enrolled,-242,0.035714286,0,0
1.00004E+12,3, ,930,9,1,Self Enrolled,-113,0.085714286,0.028571429,1
1.00004E+12, , ,510,3,1,Self Enrolled,-70,0.030927835,0,0
1.00004E+12, , ,720,3,1,Self Enrolled,-229,0.5,0,0
1.00004E+12, , ,630,2,1,Self Enrolled,-243,0.033333333,0.011111111,0
1.00004E+12,3,1,180,2,2,Self Enrolled,-236,0.095890411,0,0.333333333
1.00004E+12,6,1,30,3,2,Self Enrolled,-206,0.00990099,0,0
1.00004E+12, , ,270,3,1,Self Enrolled,-245,0.156626506,0.012048193,0
1.00004E+12, , ,720,1,1,Self Enrolled,307,0.777777778,0.111111111,0
1.00004E+12,2,2,0,4,3,Self Enrolled,-214,0,0,0
1.00004E+12, , ,30,9,1,Self Enrolled,823,0.12,0,0
1.00004E+12,1,2,300,3,2,Self Enrolled,-102,0.482758621,0.034482759,0
1.00004E+12, , ,630, ,1,Self Enrolled,-239,0.039473684,0,0.285714286
1.00004E+12, , ,900,2,1,Self Enrolled,216,0.079545455,0.011363636,0
1.00004E+12, , ,570,9,3,Self Enrolled,146,0.010416667,0,0
1.00004E+12, , ,930,1,2,Self Enrolled,43,0,0,0
1.00004E+12, , ,990,9,2,Self Enrolled,133,0,0,0
1.00004E+12, , ,690,1,2,Self Enrolled,-179,0,0,0
1.00004E+12, ,1,360,1,3,Self Enrolled,-232,0.195238095,0.019047619,0.5
1.00004E+12, , ,930,1,1,Others,-26,0.010526316,0,0
1.00004E+12,1,1,360,1,2,Self Enrolled,-64,0.06122449,0,0
1.00004E+12,4,2,270,3,3,Self Enrolled,-158,0.008130081,0,0
1.00004E+12,1, ,630,1,2,Self Enrolled,40,0,0,0
1.00004E+12,2,2,120, ,2,Self Enrolled,-86,0,0,0
1.00004E+12, , ,240,3,1,Self Enrolled,-181,0.020618557,0.010309278,0
1.00004E+12, , ,630,1,1,Self Enrolled,213,0.180555556,0.055555556,0
1.00004E+12, , ,600,1,3,Self Enrolled,5,0.119565217,0,0
1.00004E+12, , ,870,3,2,Self Enrolled,-11,0.363636364,0,0
1.00004E+12,1, ,480,1,3,Self Enrolled,70,0,0,0
1.00004E+12,6,1,240,1,2,Self Enrolled,-180,0.028169014,0,0
1.00004E+12, ,3,360,3,2,Self Enrolled,-216,0,0,0
1.00004E+12,2,2,150,3,2,Self Enrolled,-247,0,0,0.5
1.00004E+12,2,2,240,1,1,Self Enrolled,-205,0.063492063,0,0
1.00004E+12, , ,480,1,2,Self Enrolled,397,0.048543689,0,0.5
1.00004E+12, , ,60,1,1,Self Enrolled,-26,0.233333333,0.033333333,0
1.00004E+12, , ,150,1,1,CoReg,-248,0.09375,0.046875,0
1.00004E+12, , ,450,1,1,Self Enrolled,-87,0.00990099,0,0
1.00004E+12, , ,240,3,1,CoReg,-167,0.063829787,0.021276596,1
1.00004E+12, , ,390,9,1,CoReg,-215,0,0,0
1.00004E+12, , ,270,1,1,CoReg,-166,0.052083333,0,0
1.00004E+12,1,1,240,9,1,CoReg,-204,0.225806452,0.072580645,0
1.00004E+12, , ,270,1,1,CoReg,-149,0.11627907,0,0
1.00004E+12,1,2,210,9,1,CoReg,-220,0.148648649,0.067567568,0
1.00004E+12,1, ,420,1,1,CoReg,-193,0.319587629,0.041237113,1
1.00004E+12,1, ,420,1,1,CoReg,-182,0.050847458,0,0
1.00004E+12, ,3,120,1,1,Self Enrolled,-26,0.366666667,0,0
1.00004E+12, ,1,0,1,2,Self Enrolled,7,0.010526316,0,0
1.00004E+12,3,2,210,3,3,Self Enrolled,-78,0.011904762,0,0
1.00004E+12, , ,900,1,1,Self Enrolled,-149,0.032258065,0,0
1.00004E+12, , ,450,1,2,Self Enrolled,32,0.516483516,0.010989011,0
1.00004E+12,3,3,180,3,2,Self Enrolled,-30,0.104166667,0,0
1.00004E+12,4,1,240,1,1,Self Enrolled,-182,0.1875,0.010416667,1
1.00004E+12, , ,30,1,1,Self Enrolled,-256,0.06122449,0.020408163,0
1.00004E+12,1, ,390,4,1,Others,-26,0.76744186,0.372093023,0
1.00004E+12, , ,480,2,1,Self Enrolled,-183,0.168539326,0,0
1.00004E+12, ,3,210,1,2,Self Enrolled,-29,0.239130435,0,1
1.00004E+12,3, ,510,1,1,Self Enrolled,-111,0.00990099,0,0
1.00004E+12, ,2,240, ,2,Self Enrolled,-161,0.714285714,0.011904762,0
1.00004E+12,1,2,30,4,2,Self Enrolled,-868,0.291338583,0.078740157,0
1.00004E+12, , ,630,1,1,Self Enrolled,-242,0.287234043,0.074468085,0.25
1.00004E+12,6, ,420,1,1,Self Enrolled,-184,0.070175439,0.01754386,0
1.00004E+12, , ,810,1,2,Self Enrolled,-113,0.0625,0.020833333,0
1.00004E+12, , ,720,4,3,Self Enrolled,-235,0.5625,0.3125,0.333333333
1.00004E+12,4,4,0,1,2,Self Enrolled,10,0.043010753,0,0
1.00004E+12,1,1,330,9,3,Self Enrolled,-158,0.021052632,0,0
1.00004E+12, , ,840,1,3,Self Enrolled,-20,0.039473684,0,0
1.00004E+12,3,3,60,1,2,Self Enrolled,-50,0.276243094,0.016574586,0
1.00004E+12, , ,600,1,3,Self Enrolled,2,0.083333333,0,0
1.00004E+12, , ,780,3,3,Self Enrolled,-95,0,0,0
1.00004E+12, , ,660,1,1,Self Enrolled,59,0.065420561,0,0
1.00004E+12, , ,840,1,2,Self Enrolled,261,0.079545455,0,0
1.00004E+12, , ,780,1,2,Self Enrolled,-101,0,0,0
1.00004E+12, , ,120,1,1,Self Enrolled,77,0.010526316,0,0
1.00004E+12, ,1,330,1,1,Self Enrolled,-247,0.133757962,0.006369427,0.25
1.00004E+12,3,1,0,1,3,Self Enrolled,-234,0.147058824,0.029411765,0.625
1.00004E+12, , ,540,1,1,Self Enrolled,-34,0.051546392,0,0
1.00004E+12,3, ,870,1,2,Self Enrolled,11,0,0,0
1.00004E+12, , ,870,1,3,Others,-26,0,0,0
1.00004E+12,2,2,150,1,1,Self Enrolled,-220,0,0,0
1.00004E+12, ,1,180,1,1,Self Enrolled,-240,0.130434783,0.043478261,0
1.00004E+12,1,1,360,1,2,Self Enrolled,-55,0.838709677,0.161290323,0
1.00004E+12,1,1,90,1,2,Self Enrolled,25,0,0,0
1.00004E+12, , ,570,1,3,Self Enrolled,166,0.033707865,0,0
1.00004E+12,1, ,870,3,2,Self Enrolled,13,0,0,0
1.00004E+12, , ,900,1,1,Self Enrolled,43,0,0,0
1.00004E+12,1,1,90,1,2,Self Enrolled,-190,0.04040404,0,0
1.00004E+12, ,1,30,3,1,Self Enrolled,-229,0.333333333,0,0.333333333
1.00004E+12,2,1,210,1,2,Self Enrolled,-189,0.084507042,0,0
1.00004E+12,1, ,390,2,1,Self Enrolled,-193,0.735632184,0.034482759,0
1.00004E+12,3, ,750,1,2,CoReg,-116,0,0,0
1.00004E+12, , ,600,1,1,Self Enrolled,-258,0,0,0.333333333
1.00004E+12, ,3,270,1,1,Self Enrolled,-123,0.142857143,0,0
1.00004E+12,3, ,30,1,2,Self Enrolled,-242,0.359813084,0,0
1.00004E+12, , ,0,1,1,Self Enrolled,-230,0.108333333,0.016666667,0.125
1.00004E+12,6,6,0,1,2,Self Enrolled,54,0.141176471,0.035294118,0
1.00004E+12,3,1,210,1,2,Self Enrolled,-208,0.0078125,0,0
1.00004E+12, , ,690,1,2,Self Enrolled,-233,0.017241379,0,0
1.00004E+12, , ,1020,1,1,Self Enrolled,-23,0,0,0
1.00004E+12, , ,0,3,1,Self Enrolled,-229,0,0,0
1.00004E+12, ,3,360,1,2,Self Enrolled,-220,0.030927835,0,0
1.00004E+12, , ,480,3,1,Self Enrolled,-102,0.11627907,0.046511628,0
1.00004E+12, , ,690,3,2,Self Enrolled,-166,0.022222222,0,0
1.00004E+12, , ,660,1,1,Self Enrolled,-17,0.010638298,0,0
1.00004E+12, , ,720,1,3,Self Enrolled,-245,0.012820513,0,0
1.00004E+12,1, ,810,1,2,Self Enrolled,-50,1,0,0
1.00004E+12,2,2,60,1,1,Self Enrolled,-222,0.05785124,0,0
1.00004E+12, , ,660,1,1,Self Enrolled,69,0.097826087,0.010869565,0
1.00004E+12, , ,720,9,3,Self Enrolled,-226,0.010638298,0,0
1.00004E+12, ,2,150,3,2,Self Enrolled,-243,0.021276596,0.010638298,0
1.00004E+12,1,1,0,1,2,Self Enrolled,2,0.172839506,0.024691358,0.111111111
1.00004E+12,5,5,0,1,2,Self Enrolled,28,0.419354839,0.021505376,0
1.00004E+12,1,1,180,1,1,Self Enrolled,-208,0.168421053,0.031578947,0.571428571
1.00004E+12,3,1,180,1,3,CoReg,-229,0.017857143,0.017857143,0
1.00004E+12,3,3,180,3,3,Self Enrolled,-1182,0.082474227,0.020618557,0
1.00004E+12, , ,120,1,1,Self Enrolled,-138,0.6,0,0
1.00004E+12,1,1,60,1,3,Self Enrolled,-139,0.091666667,0.016666667,1
1.00004E+12,4,3,240,1,2,Self Enrolled,-158,0.09375,0,0
1.00004E+12,1,3,330,3,3,Self Enrolled,-536,0.012903226,0,0.333333333
1.00004E+12, , ,540,1,2,Self Enrolled,-41,0.127659574,0.021276596,0
1.00004E+12, , ,600,3,3,Self Enrolled,10,0,0,0
1.00004E+12,3, ,690,3,2,Self Enrolled,35,0.225225225,0.006006006,0
1.00004E+12, , ,180,1,1,Self Enrolled,-241,0.010752688,0,1
1.00004E+12, , ,780,1,2,Self Enrolled,-85,0.434782609,0.010869565,0
1.00004E+12, , ,420,1,1,Self Enrolled,-294,0.708333333,0.104166667,0
1.00004E+12,2,2,30,3,2,Self Enrolled,-953,0.013043478,0.004347826,0
1.00004E+12,3,2,300,3,2,Self Enrolled,-115,0.02173913,0,0
1.00004E+12, ,1,30,1,2,Self Enrolled,-180,0.053571429,0,0.4
1.00004E+12, , ,840,9,1,Self Enrolled,-210,0.022222222,0,0
1.00004E+12, , ,840,1,3,Self Enrolled,-122,0,0,0
1.00004E+12,1,1,30,3,2,Self Enrolled,-654,0.505882353,0.176470588,0
1.00004E+12, , ,630,1,3,Self Enrolled,-245,0.023076923,0,0
1.00004E+12, , ,180, ,1,Self Enrolled,379,0.034482759,0.120689655,0
1.00004E+12, , ,720,1,2,Self Enrolled,-137,0.042105263,0,0
1.00004E+12,3, ,870,1,2,Self Enrolled,13,0.161290323,0.064516129,0.5
1.00004E+12,3,3,240,1,1,Self Enrolled,8,0.204301075,0,0
1.00004E+12, , ,690,1,2,Self Enrolled,89,0.027272727,0.009090909,0
1.00004E+12, , ,690,1,2,Self Enrolled,-16,0.126582278,0,0
1.00004E+12, , ,600,1,2,Self Enrolled,17,0,0,0
1.00004E+12, , ,660,4,2,Self Enrolled,-219,0,0,0
1.00004E+12, , ,720,1,2,Self Enrolled,-138,0.155555556,0,0.5
1.00004E+12, , ,480,1,3,Self Enrolled,-170,0.092592593,0.009259259,0
1.00004E+12, , ,510,1,3,CoReg,-103,0.05027933,0.005586592,0
1.00004E+12, , ,690,1,2,Self Enrolled,-171,0.026666667,0,0
1.00004E+12, , ,390,1,2,CoReg,-151,0.130434783,0,0
1.00004E+12, , ,30, ,1,CoReg,-98,0.073170732,0,0
1.00004E+12, , ,780,1,2,CoReg,-173,0.368421053,0,0
1.00004E+12,2,2,270,3,2,CoReg,-166,0.041237113,0,0
1.00004E+12,4,4,360,3,2,CoReg,-196,0.115789474,0.010526316,0
1.00004E+12, ,1,240,1,2,Self Enrolled,-76,0.072164948,0.010309278,0
1.00004E+12, , ,630,1,2,CoReg,-246,0.071428571,0,0
1.00004E+12, , ,390,1,1,CoReg,-206,0.042105263,0,0
1.00004E+12, , ,210,1,1,CoReg,-88,0.133333333,0,0
1.00004E+12,3,3,120,3,2,Self Enrolled,127,0.236842105,0.026315789,0
1.00004E+12,1, ,540,1,3,Self Enrolled,121,0.134020619,0,0
1.00004E+12, ,3,360,3,2,Self Enrolled,-227,0.263157895,0.131578947,0.125
1.00004E+12, ,6,360,1,1,CoReg,-228,0,0,0
1.00004E+12,1,1,60,1,2,Self Enrolled,-232,0.033333333,0.011111111,0
1.00004E+12,2,3,270,3,2,CoReg,-201,0,0,0
1.00004E+12, , ,390,1,2,Others,-26,0.205882353,0.014705882,0
1.00004E+12,6, ,600,1,2,Self Enrolled,-119,0.01369863,0.01369863,0.090909091
1.00004E+12,3,3,0,1,2,CoReg,-66,0.094339623,0,0.153846154
1.00004E+12,5, ,390,3,3,Others,-26,0,0,0.166666667
1.00004E+12, , ,420,3,2,Others,-26,0,0,0
1.00004E+12, ,1,150,2,1,Others,-26,0.266666667,0.066666667,0
1.00004E+12,3,3,90,1,2,Others,-26,0,0,1
1.00004E+12, , ,600,9,1,Others,-26,0.032967033,0,0
1.00004E+12, , ,120,9,1,CoReg,-258,0,0,0
1.00004E+12, , ,270,1,1,CoReg,-188,0.025,0,0
1.00004E+12, , ,570,1,2,Others,-26,0.071428571,0,0
1.00004E+12,3,1,90,1,2,Others,-26,0.119047619,0.023809524,0.375
1.00004E+12,1,1,60,1,1,Self Enrolled,-139,0.444444444,0.027777778,0.2
1.00004E+12,1, ,840,1,2,Others,-26,0,0,0
1.00004E+12,1, ,570,1,2,Others,-26,0.288461538,0.038461538,0.75
1.00004E+12, , ,660,1,1,CoReg,75,0.254098361,0.024590164,0
1.00004E+12,2, ,630,1,2,Self Enrolled,-5,0.053763441,0.032258065,0.142857143
1.00004E+12, , ,390,1,2,Others,-26,0.090909091,0,0
1.00004E+12,1,1,150,1,1,Others,-26,0.072164948,0.010309278,0
1.00004E+12,1,4,150,1,2,Self Enrolled,27,0.592592593,0.074074074,1
1.00004E+12, , ,510,1,1,Self Enrolled,-73,0,0,0.5
1.00004E+12, , ,570, ,1,Others,-26,0.133333333,0,0
1.00004E+12,4,1,60,1,1,CoReg,15,0.016949153,0.011299435,0
1.00004E+12,3,1,270,1,3,Others,-26,0.31372549,0.019607843,0
1.00004E+12,1,1,90,1,2,Self Enrolled,-863,0.305555556,0.027777778,0.666666667
1.00004E+12, , ,630,1,2,Others,-26,0.121212121,0.01010101,0
1.00004E+12, , ,540,1,2,Others,-26,0.2,0,0
1.00004E+12,3,3,240,3,2,Others,-26,0,0,0
1.00004E+12, ,1,60,1,1,Self Enrolled,-57,0.153846154,0.025641026,0.666666667
1.00004E+12, , ,240,3,1,CoReg,182,0.076923077,0,0
1.00004E+12, , ,660,1,1,CoReg,-89,0.127659574,0.021276596,0
1.00004E+12, , ,90,1,1,CoReg,-59,0.098039216,0,0
1.00004E+12, , ,90,1,1,Others,-26,0.615384615,0,0
1.00004E+12, ,1,360,1,2,CoReg,-84,0.666666667,0.2,0
1.00004E+12, , ,690,1,1,CoReg,49,0.356164384,0.054794521,0
1.00004E+12, , ,840,1,1,Others,-26,0,0,0
1.00004E+12, , ,630,1,2,Others,-26,0,0,0
1.00004E+12, , ,900,9,2,Self Enrolled,-78,0.307692308,0,0
1.00004E+12,2,2,30,1,2,Self Enrolled,-141,0.136,0.016,0
1.00004E+12,3, ,810,3,3,Self Enrolled,-154,0.017241379,0,1
1.00004E+12, , ,240,3,1,Self Enrolled,-167,0,0,0
1.00004E+12, , ,900,1,3,Self Enrolled,37,0.230769231,0,0
1.00004E+12,3,2,90,3,3,Self Enrolled,144,0,0,0
1.00004E+12,1, ,540,1,2,Self Enrolled,-45,0.14,0.02,1
1.00004E+12,1, ,480,9,3,Self Enrolled,-110,0.119565217,0.010869565,0
1.00004E+12, ,3,180,3,2,Self Enrolled,-228,0,0,0
1.00004E+12, , ,780,1,1,Self Enrolled,-173,0.473684211,0,0
1.00004E+12, , ,750,3,1,Self Enrolled,-206,0.333333333,0,0
1.00004E+12,3,4,150,2,3,Self Enrolled,-250,0.06504065,0.008130081,0
1.00004E+12, , ,120, ,1,Self Enrolled,-97,0.03539823,0,0
1.00004E+12,2,2,30,4,1,Self Enrolled,-143,0.112903226,0.032258065,0.166666667
1.00004E+12, , ,450,1,1,CoReg,-242,0.031578947,0,0
1.00004E+12, , ,870,1,1,Self Enrolled,302,0.12345679,0,0
